,time_exp,q_ref,q_meas,v_est,u_in,u_tot
21,0.10499999672174454,-0.9676533937454224,-0.9699355959892273,0.3387928242522003,0.8206740617752075,0.8206740617752075
22,0.10999999940395355,-0.965968668460846,-0.9682443737983704,0.3380179638167185,0.8012596964836121,0.8012596964836121
23,0.11500000208616257,-0.9642839431762695,-0.9665539860725403,0.337600731274536,0.7735724449157715,0.7735724449157715
24,0.11999999731779099,-0.9625992178916931,-0.9648640155792236,0.3379583591678353,0.7600075006484985,0.7600075006484985
25,0.125,-0.9609144926071167,-0.9631751775741577,0.3380179638167185,0.746205747127533,0.746205747127533
26,0.12999999523162842,-0.9592297673225403,-0.9614884257316589,0.3371834987323535,0.748239278793335,0.748239278793335
27,0.13500000536441803,-0.9575450420379639,-0.9598044157028198,0.33599140575468917,0.7639214992523193,0.7639214992523193
28,0.14000000059604645,-0.9558603167533875,-0.9581215977668762,0.3364086382968717,0.785453200340271,0.785453200340271
29,0.14499999582767487,-0.954175591468811,-0.9564396142959595,0.3364086382968717,0.8047981858253479,0.8047981858253479
30,0.15000000596046448,-0.9524909257888794,-0.9547591805458069,0.33599140575468917,0.8319423794746399,0.8319423794746399
31,0.1550000011920929,-0.950806200504303,-0.9530792236328125,0.33599140575468917,0.8549501299858093,0.8549501299858093
32,0.1599999964237213,-0.9491214752197266,-0.9513980150222778,0.3364086382968717,0.8599358797073364,0.8599358797073364
33,0.16500000655651093,-0.9474367499351501,-0.9497147798538208,0.3368258708390542,0.8551726341247559,0.8551726341247559
34,0.17000000178813934,-0.9457520246505737,-0.9480292201042175,0.337600731274536,0.8387104272842407,0.8387104272842407
35,0.17499999701976776,-0.9440672993659973,-0.9463415741920471,0.3380179638167185,0.8064129948616028,0.8064129948616028
36,0.18000000715255737,-0.9423825740814209,-0.9446523785591125,0.3380179638167185,0.77848881483078,0.77848881483078
37,0.1850000023841858,-0.9406978487968445,-0.9429624080657959,0.3380179638167185,0.752751350402832,0.752751350402832
38,0.1899999976158142,-0.9390131235122681,-0.9412732124328613,0.337600731274536,0.7369997501373291,0.7369997501373291
39,0.19499999284744263,-0.9373283982276917,-0.9395875930786133,0.3368258708390542,0.7509690523147583,0.7509690523147583
40,0.20000000298023224,-0.9356436729431152,-0.9379040002822876,0.3364086382968717,0.7746873497962952,0.7746873497962952
41,0.20499999821186066,-0.9339590072631836,-0.936221182346344,0.3364086382968717,0.7901327013969421,0.7901327013969421
42,0.20999999344348907,-0.9322742819786072,-0.9345403909683228,0.3364086382968717,0.8153271675109863,0.8153271675109863
43,0.2150000035762787,-0.9305895566940308,-0.932860791683197,0.33599140575468917,0.8463709950447083,0.8463709950447083
44,0.2199999988079071,-0.9289048314094543,-0.9311804175376892,0.33599140575468917,0.8613426685333252,0.8613426685333252
45,0.22499999403953552,-0.9272201061248779,-0.9294975996017456,0.3368258708390542,0.8585291504859924,0.8585291504859924
46,0.23000000417232513,-0.9255353808403015,-0.9278119802474976,0.337600731274536,0.8298944234848022,0.8298944234848022
47,0.23499999940395355,-0.9238506555557251,-0.9261236190795898,0.3379583591678353,0.7997836470603943,0.7997836470603943
48,0.23999999463558197,-0.9221659302711487,-0.9244340062141418,0.337600731274536,0.763823390007019,0.763823390007019
49,0.24500000476837158,-0.9204812049865723,-0.9227436184883118,0.3379583591678353,0.7422223687171936,0.7422223687171936
50,0.25,-0.9187964797019958,-0.9210551977157593,0.337600731274536,0.7425429821014404,0.7425429821014404
51,0.2549999952316284,-0.9171117544174194,-0.9193695783615112,0.3372431033812367,0.7504259943962097,0.7504259943962097
52,0.25999999046325684,-0.9154270887374878,-0.9176868200302124,0.3364086382968717,0.7780439257621765,0.7780439257621765
53,0.26499998569488525,-0.9137423038482666,-0.9160059690475464,0.3360510104035724,0.8032383322715759,0.8032383322715759
54,0.27000001072883606,-0.912057638168335,-0.9143272042274475,0.33557417321250665,0.8442680835723877,0.8442680835723877
55,0.2750000059604645,-0.9103729128837585,-0.9126467704772949,0.3364086382968717,0.8531534671783447,0.8531534671783447
56,0.2800000011920929,-0.9086881875991821,-0.9109647870063782,0.3368258708390542,0.8542395830154419,0.8542395830154419
57,0.2849999964237213,-0.9070034623146057,-0.9092804193496704,0.3371834987323535,0.843626856803894,0.843626856803894
58,0.28999999165534973,-0.9053187370300293,-0.9075947999954224,0.337600731274536,0.8271647095680237,0.8271647095680237
59,0.29499998688697815,-0.9036340117454529,-0.9059067964553833,0.337600731274536,0.7990037202835083,0.7990037202835083
60,0.30000001192092896,-0.9019492864608765,-0.9042168259620667,0.3379583591678353,0.7671799063682556,0.7671799063682556
61,0.3050000071525574,-0.9002645611763,-0.9025260210037231,0.3383755917100178,0.7314565181732178,0.7314565181732178
62,0.3100000023841858,-0.8985798358917236,-0.9008371829986572,0.3372431033812367,0.729827344417572,0.729827344417572
63,0.3149999976158142,-0.8968951106071472,-0.899151623249054,0.33676626619017097,0.7498828768730164,0.7498828768730164
64,0.3199999928474426,-0.8952103853225708,-0.8974692225456238,0.33599140575468917,0.7672780752182007,0.7672780752182007
65,0.32499998807907104,-0.8935257196426392,-0.8957880139350891,0.33599140575468917,0.8026952743530273,0.8026952743530273
66,0.33000001311302185,-0.8918409943580627,-0.8941091895103455,0.33563377786138987,0.8437250256538391,0.8437250256538391
67,0.33500000834465027,-0.8901562690734863,-0.8924292325973511,0.33599140575468917,0.8545601963996887,0.8545601963996887
68,0.3400000035762787,-0.8884715437889099,-0.8907480239868164,0.33676626619017097,0.8595459461212158,0.8595459461212158
69,0.3449999988079071,-0.8867868185043335,-0.8890640139579773,0.3371834987323535,0.8447967171669006,0.8447967171669006
70,0.3499999940395355,-0.8851020932197571,-0.8873776197433472,0.3371834987323535,0.8244349956512451,0.8244349956512451
71,0.35499998927116394,-0.8834173679351807,-0.8856887817382812,0.3380179638167185,0.7923743724822998,0.7923743724822998
72,0.36000001430511475,-0.8817326426506042,-0.8839995861053467,0.3380179638167185,0.770536482334137,0.770536482334137
73,0.36500000953674316,-0.8800479173660278,-0.8823091983795166,0.3383755917100178,0.7367628812789917,0.7367628812789917
74,0.3700000047683716,-0.8783631920814514,-0.880621612071991,0.3371834987323535,0.7409831285476685,0.7409831285476685
75,0.375,-0.876678466796875,-0.878936767578125,0.3364086382968717,0.7649382948875427,0.7649382948875427
76,0.3799999952316284,-0.8749938011169434,-0.8772547841072083,0.33599140575468917,0.7903695702552795,0.7903695702552795
77,0.38499999046325684,-0.8733090758323669,-0.875573992729187,0.33599140575468917,0.815563976764679,0.815563976764679
78,0.38999998569488525,-0.8716782331466675,-0.8738939762115479,0.3364086382968717,0.5757811069488525,0.5757811069488525
79,0.39500001072883606,-0.8702125549316406,-0.8722292184829712,0.329613708324185,-0.23037561774253845,-0.23037561774253845
80,0.4000000059604645,-0.868915319442749,-0.8706340193748474,0.31000377884160696,-1.1411365270614624,-1.1411365270614624
81,0.4050000011920929,-0.8677865266799927,-0.8691723942756653,0.2784133149335024,-1.8323596715927124,-1.8323596715927124
82,0.4099999964237213,-0.8668262362480164,-0.8678979873657227,0.2384185955328644,-2.1523234844207764,-2.1523234844207764
83,0.41499999165534973,-0.8660344481468201,-0.8668360114097595,0.1952052250925327,-2.160778760910034,-2.160778760910034
84,0.41999998688697815,-0.865411102771759,-0.8659868240356445,0.15318394762986537,-1.9896739721298218,-1.9896739721298218
85,0.42500001192092896,-0.8649562001228333,-0.8653343915939331,0.11563301883343924,-1.7839504480361938,-1.7839504480361938
86,0.4300000071525574,-0.8646697998046875,-0.8648588061332703,0.08201599686330535,-1.6593575477600098,-1.6593575477600098
87,0.4350000023841858,-0.8645519018173218,-0.8645467758178711,0.050008300413018306,-1.6376351118087769,-1.6376351118087769
88,0.4399999976158142,-0.8644946217536926,-0.8643884062767029,0.019967557375877392,-1.2115155458450317,-1.2115155458450317
89,0.4449999928474426,-0.8642755746841431,-0.8643496036529541,0.0020265580620293473,0.2633957862854004,0.2633957862854004
90,0.44999998807907104,-0.8638880848884583,-0.8643307685852051,0.008046627599234173,1.9631818532943726,1.9631818532943726
91,0.45500001311302185,-0.8633321523666382,-0.8642123937606812,0.03683567300982755,3.286590814590454,3.286590814590454
92,0.46000000834465027,-0.8626077175140381,-0.8638995885848999,0.08118153177894033,3.9662787914276123,3.9662787914276123
93,0.4650000035762787,-0.8617148399353027,-0.863341212272644,0.13160706473414116,4.063070774078369,4.063070774078369
94,0.4699999988079071,-0.8606534600257874,-0.8625296354293823,0.18155576049827624,3.7590270042419434,3.7590270042419434
95,0.4749999940395355,-0.8594235777854919,-0.86148601770401,0.22560359602297295,3.315730094909668,3.315730094909668
96,0.47999998927116394,-0.858025312423706,-0.8602448105812073,0.26279689692609975,2.9373819828033447,2.9373819828033447
97,0.48500001430511475,-0.8564584851264954,-0.8588348031044006,0.2943873608342043,2.7156784534454346,2.7156784534454346
98,0.49000000953674316,-0.8547232151031494,-0.8572744131088257,0.3235936387869802,2.679447889328003,2.679447889328003
99,0.4950000047683716,-0.8528195023536682,-0.8555716276168823,0.35196545165539106,2.788564682006836,2.788564682006836
100,0.5,-0.850747287273407,-0.8537231683731079,0.3820657993414152,2.9848263263702393,2.9848263263702393
101,0.5049999952316284,-0.8485066294670105,-0.851718008518219,0.4139542864939358,3.1466894149780273,3.1466894149780273
102,0.5099999904632568,-0.846097469329834,-0.8495444059371948,0.4479885410062522,3.254126787185669,3.254126787185669
103,0.5149999856948853,-0.8435198068618774,-0.8471940159797668,0.4844069814738972,3.278364896774292,3.278364896774292
104,0.5199999809265137,-0.8407737612724304,-0.8446651697158813,0.5200505615060604,3.2481226921081543,3.2481226921081543
105,0.5249999761581421,-0.8378591537475586,-0.8419591784477234,0.5548000718049755,3.2057671546936035,3.2057671546936035
106,0.5299999713897705,-0.8347761631011963,-0.8390836119651794,0.5883574891262261,3.1944305896759033,3.1944305896759033
107,0.5350000262260437,-0.8315280079841614,-0.8360403776168823,0.6220341157452433,3.1648340225219727,3.1648340225219727
108,0.5400000214576721,-0.8282259702682495,-0.8328356146812439,0.6527901145689827,2.683340549468994,2.683340549468994
109,0.5450000166893005,-0.8249238729476929,-0.8295004367828369,0.6747842300068895,1.827919602394104,1.827919602394104
110,0.550000011920929,-0.821621835231781,-0.8260948061943054,0.6839633459349047,1.0005954504013062,1.0005954504013062
111,0.5550000071525574,-0.8183197975158691,-0.8226752281188965,0.6823540204150579,0.4458598792552948,0.4458598792552948
112,0.5600000023841858,-0.8150177597999573,-0.8192880153656006,0.6735921370292252,0.2925103008747101,0.2925103008747101
113,0.5649999976158142,-0.8117157220840454,-0.8159508109092712,0.6639957885590273,0.4254908859729767,0.4254908859729767
114,0.5699999928474426,-0.8084136247634888,-0.8126575946807861,0.6560087656086764,0.7060014009475708,0.7060014009475708
115,0.574999988079071,-0.8051115870475769,-0.8093888163566589,0.6527901145689827,0.9776382446289062,0.9776382446289062
116,0.5799999833106995,-0.801809549331665,-0.8061251640319824,0.6532669517600485,1.1589832305908203,1.1589832305908203
117,0.5849999785423279,-0.7985074520111084,-0.8028460144996643,0.6576180911285232,1.154732584953308,1.154732584953308
118,0.5899999737739563,-0.7952054738998413,-0.7995511889457703,0.6600022770838518,1.1109570264816284,1.1109570264816284
119,0.5950000286102295,-0.7919033765792847,-0.7962436079978943,0.6623864630391805,1.010873794555664,1.010873794555664
120,0.6000000238418579,-0.7886013388633728,-0.7929311990737915,0.6623864630391805,0.9482557773590088,0.9482557773590088
121,0.6050000190734863,-0.7852993011474609,-0.7896199822425842,0.6616116026036987,0.9219186305999756,0.9219186305999756
122,0.6100000143051147,-0.7819972038269043,-0.7863128185272217,0.6611943700615162,0.9150795340538025,0.9150795340538025
123,0.6150000095367432,-0.7786951661109924,-0.7830067873001099,0.6607771375193336,0.8958309888839722,0.8958309888839722
124,0.6200000047683716,-0.7753931283950806,-0.7797031998634338,0.6600022770838518,0.9126264452934265,0.9126264452934265
125,0.625,-0.7720910906791687,-0.7764024138450623,0.6595850445416693,0.9308980703353882,0.9308980703353882
126,0.6299999952316284,-0.7687890529632568,-0.7731047868728638,0.65922741664837,0.9708544015884399,0.9708544015884399
127,0.6349999904632568,-0.7654869556427002,-0.7698072195053101,0.6591678119994868,0.992551863193512,0.992551863193512
128,0.6399999856948853,-0.7621849179267883,-0.766510009765625,0.6600022770838518,1.0101128816604614,1.0101128816604614
129,0.6449999809265137,-0.7588828802108765,-0.7632076144218445,0.6607771375193336,0.9718949198722839,0.9718949198722839
130,0.6499999761581421,-0.7555808424949646,-0.759902834892273,0.6607771375193336,0.952409565448761,0.952409565448761
131,0.6549999713897705,-0.7522788047790527,-0.7565972208976746,0.6611943700615162,0.9351108074188232,0.9351108074188232
132,0.6600000262260437,-0.7489767074584961,-0.7532951831817627,0.6600022770838518,0.9536192417144775,0.9536192417144775
133,0.6650000214576721,-0.7456746697425842,-0.7499948143959045,0.6595850445416693,0.9799269437789917,0.9799269437789917
134,0.6700000166893005,-0.7423726320266724,-0.7466956377029419,0.6599426724349686,0.9938251972198486,0.9938251972198486
135,0.675000011920929,-0.7390705347061157,-0.74339359998703,0.6608367421682169,0.9697296023368835,0.9697296023368835
136,0.6800000071525574,-0.7357685565948486,-0.7400891780853271,0.6608367421682169,0.9521940350532532,0.9521940350532532
137,0.6850000023841858,-0.732466459274292,-0.7367860078811646,0.6604195096260344,0.958766758441925,0.958766758441925
138,0.6899999976158142,-0.7291644215583801,-0.7334848046302795,0.6603599049771511,0.9690022468566895,0.9690022468566895
139,0.6949999928474426,-0.7258623838424683,-0.7301852107048035,0.6600022770838518,0.9931232333183289,0.9931232333183289
140,0.699999988079071,-0.7225602865219116,-0.7268863916397095,0.6600022770838518,1.0089713335037231,1.0089713335037231
141,0.7049999833106995,-0.7192582488059998,-0.7235832214355469,0.6607771375193336,0.9729400277137756,0.9729400277137756
142,0.7099999785423279,-0.7159562110900879,-0.7202783823013306,0.6607771375193336,0.9534546136856079,0.9534546136856079
143,0.7149999737739563,-0.7126541137695312,-0.7169740200042725,0.6604195096260344,0.9480916261672974,0.9480916261672974
144,0.7200000286102295,-0.7093521356582642,-0.7136715650558472,0.6604195096260344,0.9646502733230591,0.9646502733230591
145,0.7250000238418579,-0.7060500383377075,-0.710371196269989,0.6600022770838518,0.9726991057395935,0.9726991057395935
146,0.7300000190734863,-0.7027480006217957,-0.707072377204895,0.6600618817327351,1.000719666481018,1.000719666481018
147,0.7350000143051147,-0.6994459629058838,-0.7037695646286011,0.6608367421682169,0.9666382074356079,0.9666382074356079
148,0.7400000095367432,-0.6961438655853271,-0.7004647850990295,0.6608367421682169,0.9532391428947449,0.9532391428947449
149,0.7450000047683716,-0.6928418874740601,-0.6971611976623535,0.6607771375193336,0.9517757892608643,0.9517757892608643
150,0.75,-0.6895397901535034,-0.693861186504364,0.6600022770838518,0.9861195087432861,0.9861195087432861
151,0.7549999952316284,-0.6862377524375916,-0.69056236743927,0.65922741664837,1.0080538988113403,1.0080538988113403
152,0.7599999904632568,-0.6829357147216797,-0.6872639656066895,0.6596446491905525,1.0258517265319824,1.0258517265319824
153,0.7649999856948853,-0.679633617401123,-0.6839604377746582,0.6611347654126329,0.9756980538368225,0.9756980538368225
154,0.7699999809265137,-0.6763315796852112,-0.6806544065475464,0.6611943700615162,0.950363278388977,0.950363278388977
155,0.7749999761581421,-0.6730295419692993,-0.6773500442504883,0.6603599049771511,0.9510865807533264,0.9510865807533264
156,0.7799999713897705,-0.6697275042533875,-0.6740472316741943,0.6603599049771511,0.9596090912818909,0.9596090912818909
157,0.7850000262260437,-0.6664254665374756,-0.6707471609115601,0.6596446491905525,0.9817802906036377,0.9817802906036377
158,0.7900000214576721,-0.663123369216919,-0.6674487590789795,0.6600618817327351,1.0117506980895996,1.0117506980895996
159,0.7950000166893005,-0.6598213315010071,-0.6641476154327393,0.6604195096260344,0.9854684472084045,0.9854684472084045
160,0.800000011920929,-0.6565192937850952,-0.6608436107635498,0.6607771375193336,0.9698827266693115,0.9698827266693115
161,0.8050000071525574,-0.6532171964645386,-0.6575407981872559,0.6604195096260344,0.9723189473152161,0.9723189473152161
162,0.8100000023841858,-0.6499152183532715,-0.6542391777038574,0.6600618817327351,0.9866909384727478,0.9866909384727478
163,0.8149999976158142,-0.6466131210327148,-0.6509400010108948,0.6595850445416693,1.0127617120742798,1.0127617120742798
164,0.8199999928474426,-0.643311083316803,-0.6476411819458008,0.6600618817327351,1.0286097526550293,1.0286097526550293
165,0.824999988079071,-0.6400090456008911,-0.6443383693695068,0.6608367421682169,0.9945282936096191,0.9945282936096191
166,0.8299999833106995,-0.6367069482803345,-0.6410331726074219,0.6612539747103994,0.9670068621635437,0.9670068621635437
167,0.8349999785423279,-0.6334049701690674,-0.6377279758453369,0.6608367421682169,0.9577442407608032,0.9577442407608032
168,0.8399999737739563,-0.6301028728485107,-0.6344248056411743,0.6604195096260344,0.9643169641494751,0.9643169641494751
169,0.8450000286102295,-0.6268008351325989,-0.6311240196228027,0.6599426724349686,0.982588529586792,0.982588529586792
170,0.8500000238418579,-0.623498797416687,-0.6278252005577087,0.6600022770838518,1.0166953802108765,1.0166953802108765
171,0.8550000190734863,-0.6201967000961304,-0.6245236396789551,0.6603599049771511,0.9823771119117737,0.9823771119117737
172,0.8600000143051147,-0.6168946623802185,-0.6212188005447388,0.6607771375193336,0.962891697883606,0.962891697883606
173,0.8650000095367432,-0.6135926246643066,-0.6179136037826538,0.6611943700615162,0.9475428462028503,0.9475428462028503
174,0.8700000047683716,-0.61029052734375,-0.6146104335784912,0.6607771375193336,0.9541155099868774,0.9541155099868774
175,0.875,-0.6069885492324829,-0.6113111972808838,0.6595850445416693,0.9984452128410339,0.9984452128410339
176,0.8799999952316284,-0.6036864519119263,-0.6080132126808167,0.6595850445416693,1.0121065378189087,1.0121065378189087
177,0.8849999904632568,-0.6003844141960144,-0.6047115921974182,0.6608367421682169,0.9899608492851257,0.9899608492851257
178,0.8899999856948853,-0.5970823764801025,-0.6014080047607422,0.6607771375193336,0.9763248562812805,0.9763248562812805
179,0.8949999809265137,-0.5937802791595459,-0.5981031656265259,0.6608367421682169,0.9629257917404175,0.9629257917404175
180,0.8999999761581421,-0.5904783010482788,-0.5948011875152588,0.6604195096260344,0.9753479361534119,0.9753479361534119
181,0.9049999713897705,-0.5871762037277222,-0.5915004014968872,0.6600022770838518,0.9936195015907288,0.9936195015907288
182,0.9100000262260437,-0.5838741660118103,-0.5882011651992798,0.6600618817327351,1.0136040449142456,1.0136040449142456
183,0.9150000214576721,-0.5805721282958984,-0.5848991870880127,0.6607771375193336,0.9834222197532654,0.9834222197532654
184,0.9200000166893005,-0.5772700309753418,-0.5815948247909546,0.6607771375193336,0.965886652469635,0.965886652469635
185,0.925000011920929,-0.5739679932594299,-0.5782899856567383,0.6607771375193336,0.9585738182067871,0.9585738182067871
186,0.9300000071525574,-0.5706659555435181,-0.5749875903129578,0.6604195096260344,0.9751324653625488,0.9751324653625488
187,0.9350000023841858,-0.5673639178276062,-0.5716875791549683,0.6600618817327351,0.9912173748016357,0.9912173748016357
188,0.9399999976158142,-0.5640618801116943,-0.5683884024620056,0.6600022770838518,1.0112018585205078,1.0112018585205078
189,0.9449999928474426,-0.5607597827911377,-0.5650871992111206,0.6604195096260344,0.9970921874046326,0.9970921874046326
190,0.949999988079071,-0.5574577450752258,-0.5617828369140625,0.6607771375193336,0.9673840999603271,0.9673840999603271
191,0.9549999833106995,-0.554155707359314,-0.5584783554077148,0.6604195096260344,0.9620210528373718,0.9620210528373718
192,0.9599999785423279,-0.5508536100387573,-0.5551767945289612,0.6600022770838518,0.9763930439949036,0.9763930439949036
193,0.9649999737739563,-0.5475516319274902,-0.5518755912780762,0.6600022770838518,0.986628532409668,0.986628532409668
194,0.9700000286102295,-0.5442495346069336,-0.548576831817627,0.6595850445416693,1.0146491527557373,1.0146491527557373
195,0.9750000238418579,-0.5409474968910217,-0.5452752113342285,0.6604195096260344,0.9985896944999695,0.9985896944999695
196,0.9800000190734863,-0.5376454591751099,-0.5419700145721436,0.6611943700615162,0.9588956236839294,0.9588956236839294
197,0.9850000143051147,-0.5343433618545532,-0.5386636257171631,0.6611347654126329,0.9376972913742065,0.9376972913742065
198,0.9900000095367432,-0.5310413837432861,-0.5353599786758423,0.6604195096260344,0.9544928073883057,0.9544928073883057
199,0.9950000047683716,-0.5277392864227295,-0.5320583581924438,0.6600618817327351,0.9688647389411926,0.9688647389411926
200,1.0,-0.5244372487068176,-0.5287599563598633,0.6596446491905525,0.9988351464271545,0.9988351464271545
201,1.0049999952316284,-0.5211352109909058,-0.5254600048065186,0.6604195096260344,0.9905749559402466,0.9905749559402466
202,1.0099999904632568,-0.5178331136703491,-0.5221560001373291,0.6607771375193336,0.956730306148529,0.956730306148529
203,1.0149999856948853,-0.5145310759544373,-0.518851637840271,0.6607771375193336,0.9513673186302185,0.9513673186302185
204,1.0199999809265137,-0.5112290382385254,-0.515548825263977,0.6603599049771511,0.953803539276123,0.953803539276123
205,1.024999976158142,-0.5079269409179688,-0.5122472047805786,0.6595850445416693,0.9742618203163147,0.9742618203163147
206,1.0299999713897705,-0.5046249628067017,-0.5089483857154846,0.6596446491905525,1.0022823810577393,1.0022823810577393
207,1.034999966621399,-0.501322865486145,-0.505647599697113,0.6603599049771511,0.9840362668037415,0.9840362668037415
208,1.0399999618530273,-0.49802082777023315,-0.5023431777954102,0.6612539747103994,0.954328179359436,0.954328179359436
209,1.0449999570846558,-0.4947187900543213,-0.4990379810333252,0.6608367421682169,0.9389792680740356,0.9389792680740356
210,1.0499999523162842,-0.4914167523384094,-0.4957348108291626,0.6603599049771511,0.9516382813453674,0.9516382813453674
211,1.0549999475479126,-0.4881146550178528,-0.492434024810791,0.6600022770838518,0.9699098467826843,0.9699098467826843
212,1.059999942779541,-0.4848126173019409,-0.48913639783859253,0.6595850445416693,1.0098661184310913,1.0098661184310913
213,1.065000057220459,-0.48151057958602905,-0.4858372211456299,0.6600022770838518,1.0055055618286133,1.0055055618286133
214,1.0700000524520874,-0.4782085418701172,-0.4825339913368225,0.6608367421682169,0.9755605459213257,0.9755605459213257
215,1.0750000476837158,-0.47490644454956055,-0.479229211807251,0.6611943700615162,0.9560751914978027,0.9560751914978027
216,1.0800000429153442,-0.4716044068336487,-0.4759259819984436,0.6608367421682169,0.9626479148864746,0.9626479148864746
217,1.0850000381469727,-0.4683023691177368,-0.4726247787475586,0.6600022770838518,0.9850559234619141,0.9850559234619141
218,1.090000033378601,-0.46500033140182495,-0.46932560205459595,0.6595850445416693,1.0050405263900757,1.0050405263900757
219,1.0950000286102295,-0.4616982936859131,-0.466025173664093,0.6604195096260344,0.9948304295539856,0.9948304295539856
220,1.100000023841858,-0.45839619636535645,-0.46272122859954834,0.6611943700615162,0.9731584191322327,0.9731584191322327
221,1.1050000190734863,-0.4550941586494446,-0.4594147801399231,0.6611943700615162,0.9397875070571899,0.9397875070571899
222,1.1100000143051147,-0.4517921209335327,-0.45611000061035156,0.6607771375193336,0.938560962677002,0.938560962677002
223,1.1150000095367432,-0.44849008321762085,-0.4528080224990845,0.6600022770838518,0.9570693969726562,0.9570693969726562
224,1.1200000047683716,-0.4451879858970642,-0.44950878620147705,0.6595850445416693,0.9892265200614929,0.9892265200614929
225,1.125,-0.44188594818115234,-0.4462108016014099,0.6600022770838518,1.0028878450393677,1.0028878450393677
226,1.1299999952316284,-0.4385839104652405,-0.4429091811180115,0.6604195096260344,0.9807421565055847,0.9807421565055847
227,1.1349999904632568,-0.4352818727493286,-0.43960481882095337,0.6607771375193336,0.9571202993392944,0.9571202993392944
228,1.1399999856948853,-0.431979775428772,-0.436301589012146,0.6608367421682169,0.9636930227279663,0.9636930227279663
229,1.1449999809265137,-0.4286777377128601,-0.4329996109008789,0.6603599049771511,0.9761151671409607,0.9761151671409607
230,1.149999976158142,-0.42537569999694824,-0.4296995997428894,0.6600022770838518,0.9922000765800476,0.9922000765800476
231,1.1549999713897705,-0.4220736622810364,-0.42640042304992676,0.6600022770838518,1.0060982704162598,1.0060982704162598
232,1.159999966621399,-0.4187716245651245,-0.42309802770614624,0.6607771375193336,0.9800529479980469,0.9800529479980469
233,1.1649999618530273,-0.41546952724456787,-0.41979241371154785,0.6611943700615162,0.9505816698074341,0.9505816698074341
234,1.1699999570846558,-0.412167489528656,-0.4164884090423584,0.6607771375193336,0.9593410491943359,0.9593410491943359
235,1.1749999523162842,-0.40886545181274414,-0.413185179233551,0.6604195096260344,0.9598274827003479,0.9598274827003479
236,1.1799999475479126,-0.4055634140968323,-0.40988558530807495,0.6595850445416693,0.9961210489273071,0.9961210489273071
237,1.184999942779541,-0.40226131677627563,-0.4065871834754944,0.6600022770838518,1.007832646369934,1.007832646369934
238,1.190000057220459,-0.39895927906036377,-0.4032856225967407,0.6607771375193336,0.9856868386268616,0.9856868386268616
239,1.1950000524520874,-0.3956572413444519,-0.39998120069503784,0.6607771375193336,0.9681512713432312,0.9681512713432312
240,1.2000000476837158,-0.39235520362854004,-0.3966783881187439,0.6604195096260344,0.9766737818717957,0.9766737818717957
241,1.2050000429153442,-0.3890531659126282,-0.3933764100074768,0.6604195096260344,0.9830096960067749,0.9830096960067749
242,1.2100000381469727,-0.38575106859207153,-0.3900763988494873,0.6600022770838518,1.005180835723877,1.005180835723877
